UV,SolarRad,Avg_Wind,Rel_humidity,pop_Density,StringyInd,PM25,DailyTemp,Precipitation,DailyCases,DailyDeath,TotPop,CSR
4,22.2,7.1,86,64.91462641,70.83,59,19.2,242.221199,517714,56543,127575529,0.004058098
6,14.2,11.1,63,1704.9,67.13,13,32.2,20.70212749,5330,101,812855,0.006557135
4,12.6,17,78,511.4759276,39.81,61,26.6,65.91716601,62495,6169,17332850,0.003605581
7,19.3,9.7,77.1,2029.4,67.13,23,28.3,103.3568745,10992,566,390144,0.028174213
5,14.3,15.9,65,27012.5,67.13,27,30,112.1528782,31398,3160,8336817,0.003766186
3,19.9,17.6,85,18.38517337,68.98,18,8.3,140.8743932,1622,22,4917000,0.000329876
5,17.5,18.3,80.05,244.1,67.13,13,20.1,88.34269386,268,3,108860,0.002461878
8,20.1,16,52.5,82.59151467,57.41,59,24,21.06312334,12653,539,2083459,0.006073074
4,6.6,14,75,14.54829163,40.74,21,19.2,100.0913693,9965,261,5347896,0.00186335
7,25.7,15.1,63.8,956.4,67.13,58,31.1,105.8942443,11600,129,655158,0.017705653
6,15.8,10,71.65,14.8,67.13,10,22.8,77.80333709,42501,2836,13448494,0.00316028
6,16.9,8,75,275.2893187,47.69,65,30.1,242.5654748,288047,6162,216565318,0.00133007
4,10.2,14,75,124.0234822,39.81,56,30.6,98.83928954,56090,1869,37970874,0.001477185
7,15.1,6,69,79.8376858,58.33,65,22.9,81.18746087,29471,670,6944975,0.0042435
6,6.3,12,81,7952.998418,50.93,44,28.7,237.0293959,55661,27,5703569,0.009758977
5,11.9,12,66.5,113.2855865,35.19,55,22.3,58.49526205,2855,31,5454073,0.000523462
5,24.9,10.1,46.1,47.63011978,80.56,69,11,38.8932679,583653,11677,58558270,0.009967046
6,9.2,6,76.5,529.3585013,44.91,51,26,131.2575811,15318,305,51709098,0.000296234
5,25.9,17,41,93.67719744,62.5,64,25.7,24.34912853,342813,28617,47076781,0.007281997
6,9.8,9,78.5,345.558922,41.67,33,28.3,101.8265026,2890,11,21803000,0.000132551
7,23,16,75,658,23.15,30,32,369.5556758,482,7,23855010,2.02E-05
7,10.7,9,80,135.8972068,50,52,27.3,297.4602945,3376,58,69625582,4.85E-05
7,21.2,20,70,106.9601289,48.15,39,25.1,12.25737462,248117,5955,83429615,0.002973968
7,23.1,14,62,77.0296708,57.87,13,17.6,57.31451378,91795,2076,44385155,0.002068146
9,26.7,14,55,135.6091101,43.52,85,37,10.69607058,64102,361,9770529,0.00656075
4,15.9,11.1,70,274.7089819,66.2,50,18.2,59.78436606,317379,41361,66834405,0.004748737
3,13.6,25,58.5,27,75.46,17,11.4,26.30525539,16764,309,4485213,0.003737615
7,8.2,9,85,308.1252459,78.24,74,27.8,234.3904708,951,24,96462106,9.86E-06
4,16.2,9.9,70.9,1360.9,67.13,10,22,44.42909814,12053,221,932546,0.012924832
7,24.1,9,67,44,67.13,28,40.6,69.00224446,332,4,30032,0.011054875
5,18.9,12.6,66.15,107.1279669,35.19,13,21.9,144.0432478,23370,728,8877067,0.002632626
7,5.8,8,82.5,1239.579312,80.09,97,27.9,432.1370661,276549,3657,163046161,0.001696139
7,11.9,8,76.5,1300,78.24,68,25.4,210.3829888,935,9,21516000,4.35E-05
4,10.6,16,75,377.3795905,58.33,72,21.7,37.86135875,78323,9939,11484055,0.006820152
6,16.2,12,75,25.06171624,69.91,66,17.7,19.22256085,3340197,107852,211049527,0.015826603
4,21.9,11.6,73.15,5492.6,67.13,38,15,34.45990545,4358,196,631486,0.006901182
8,27.9,14.5,23.3,247.3,67.13,36,46.7,3.960707029,53458,910,2266715,0.023583909
8,21.6,11.4,72,2026.4,67.13,30,32.2,143.7062367,14962,339,760141,0.01968319
5,6,17,81,97.91306306,72.22,30,18,454.3746487,28465,294,5047561,0.005639357
4,12.7,30,74.5,137.6577053,36.11,58,21.9,93.91206307,20012,397,10669709,0.00187559
5,15.6,17,80,137.9765658,50.93,58,23,90.08639649,15617,621,5818553,0.002684001
4,19.5,16,75,18.14854727,32.41,38,23.2,102.0201651,7731,333,5520314,0.001400464
5,11.1,14,70,122.2994372,48.15,40,21.7,72.3895026,239306,30279,67059887,0.003568542
8,26.6,5.7,55.3,83.26518231,57.41,51,25.6,10.12334485,7075,228,10716322,0.000660208
7,13.7,17,79,7096.190476,66.67,16,27,243.4502514,4480,69,7507400,0.000596745
5,22.5,9,60,107.9814868,49.07,42,22.3,69.62268179,4916,608,9769949,0.000503176
7,16.4,6,80,454.9380726,79.63,121,32,260.1382461,2647663,50921,1366417754,0.001937667
8,27,12,76,147.7521901,59.72,148,27.6,43.85027782,139549,6150,270625568,0.000515653
8,27.2,16,70,410.4805915,37.96,39,28.2,0.221325864,92680,685,9053300,0.010237151
5,20.4,8,73,205.4183722,50.93,42,15.3,31.35685414,253915,35396,60297396,0.004211044
7,10.4,20,71,347.0734584,32.41,77,30.6,163.6815921,56074,1103,126264931,0.000444098
6,21,10.1,57,6.769825721,80.56,35,19.1,32.61567026,103033,1269,18513930,0.005565161
6,19.6,8.6,70.9,550.4,67.13,59,22.8,108.1678305,6228,421,545724,0.011412362
7,20.2,9.5,78.6,413.1,67.13,31,33.3,268.1804856,5443,27,293582,0.018539965
6,25.2,12.6,77.5,8092.3,67.13,59,35,1.434344127,223230,5254,3979537,0.056094465
7,15.6,12,80,95.96282149,57.41,61,26.9,198.1933275,9200,125,31949777,0.000287952
8,26.6,10.8,34.6,414.9,67.13,103,39.3,31.72053457,129562,2596,4485414,0.028885182
4,19.2,7.1,86,64.91462641,70.83,72,18.9,125.6381364,522162,56757,127575529,0.004092964
6,18.2,11.1,63,1704.9,67.13,12,21.7,26.13281891,5387,102,812855,0.006627258
4,19.6,17,78,511.4759276,39.81,29,29.6,36.09795264,63002,6172,17332850,0.003634832
7,11.3,9.7,77.1,2029.4,67.13,23,28.6,97.01804814,11027,568,390144,0.028263923
5,15.3,15.9,65,27012.5,67.13,25,26.1,131.4766234,31441,3160,8336817,0.003771343
3,16.9,17.6,85,18.38517337,68.98,16,9.1,118.5778415,1631,22,4917000,0.000331706
5,15.5,18.3,80.05,244.1,67.13,13,19.7,83.88255138,268,3,108860,0.002461878
8,19.1,16,52.5,82.59151467,57.41,62,26.9,25.34929888,12739,544,2083459,0.006114351
4,7.6,14,75,14.54829163,40.74,42,18.7,120.4095603,10005,261,5347896,0.001870829
7,18.7,15.1,63.8,956.4,67.13,56,33.9,101.9540999,11715,131,655158,0.017881183
6,15.8,10,71.65,14.8,67.13,6,23,77.87487403,42563,2836,13448494,0.00316489
6,25.9,8,75,275.2893187,47.69,93,31.1,306.4188986,289215,6175,216565318,0.001335463
4,13.2,14,75,124.0234822,39.81,48,28.9,100.1295081,56684,1877,37970874,0.001492828
7,20.1,6,69,79.8376858,58.33,51,22.9,38.51285273,29682,674,6944975,0.004273881
6,15.3,12,81,7952.998418,50.93,53,28,140.9127801,55747,27,5703569,0.009774056
5,13.9,12,66.5,113.2855865,32.41,46,21.8,52.21493386,2902,31,5454073,0.000532079
5,24.9,10.1,46.1,47.63011978,80.56,77,16,23.3628499,587345,11839,58558270,0.010030095
6,7.2,6,76.5,529.3585013,50.46,27,27.6,164.6099125,15515,305,51709098,0.000300044
5,27.9,17,41,93.67719744,62.5,53,23.9,25.66583155,342813,28617,47076781,0.007281997
6,14.8,9,78.5,345.558922,41.67,38,28.4,127.7439581,2893,11,21803000,0.000132688
7,27,16,75,658,23.15,21,30,246.7301573,484,7,23855010,2.03E-05
7,14.7,9,80,135.8972068,50,42,29.7,215.4981897,3378,58,69625582,4.85E-05
7,24.2,20,70,106.9601289,48.15,31,24.5,13.45626487,249309,5974,83429615,0.002988255
7,20.1,14,62,77.0296708,57.87,31,19.2,58.41511316,93490,2100,44385155,0.002106335
9,20.7,14,55,135.6091101,43.52,100,36.5,14.94650509,64312,364,9770529,0.006582243
4,12.9,11.1,70,274.7089819,66.2,45,20.4,67.31114629,318484,41366,66834405,0.00476527
3,13.6,25,58.5,27,75.46,39,10.2,43.18129532,17027,334,4485213,0.003796252
7,4.2,9,85,308.1252459,78.24,79,28.8,168.5788695,964,24,96462106,9.99E-06
4,20.2,9.9,70.9,1360.9,67.13,13,15,60.80186451,12053,221,932546,0.012924832
7,25.1,9,67,44,67.13,23,40,63.23659551,335,4,30032,0.011154768
5,19.9,12.6,66.15,107.1279669,35.19,45,21.4,125.1001888,23534,729,8877067,0.002651101
7,8.8,8,82.5,1239.579312,80.09,101,28.6,283.2236099,279144,3694,163046161,0.001712055
7,19.9,8,76.5,1300,78.24,65,25.1,169.0336923,935,9,21516000,4.35E-05
4,10.6,16,75,377.3795905,58.33,63,20.1,89.31855388,78534,9944,11484055,0.006838525
6,22.2,12,75,25.06171624,69.91,42,18.1,14.98435178,3359570,108536,211049527,0.015918396
4,21.9,11.6,73.15,5492.6,67.13,40,17,49.48712,4358,196,631486,0.006901182
8,19.9,14.5,23.3,247.3,67.13,40,46.1,11.19050418,54076,913,2266715,0.02385655
8,21.6,11.4,72,2026.4,67.13,40,32.2,51.94330424,15086,340,760141,0.019846318
5,4,17,81,97.91306306,72.22,29,26,444.2433035,29084,304,5047561,0.005761991
4,16.7,30,74.5,137.6577053,36.11,52,21.3,83.74874603,20202,399,10669709,0.001893397
5,10.6,17,80,137.9765658,50.93,59,24,45.12705178,15740,621,5818553,0.00270514
4,12.5,16,75,18.14854727,32.41,51,20.9,78.70601559,7752,334,5520314,0.001404268
5,18.1,14,70,122.2994372,48.15,44,20,62.38830564,242650,30302,67059887,0.003618408
8,30.6,5.7,55.3,83.26518231,56.02,39,24.9,6.048384327,7222,230,10716322,0.000673925
7,8.7,17,79,7096.190476,66.67,14,28,449.9083704,4524,69,7507400,0.000602605
5,12.5,9,60,107.9814868,49.07,32,22.2,44.11379363,4946,608,9769949,0.000506246
7,15.4,6,80,454.9380726,79.63,106,30.4,199.2461048,2702681,51797,1366417754,0.001977932
8,27,12,76,147.7521901,59.72,112,26.4,57.08825359,141370,6207,270625568,0.000522382
8,30.2,16,70,410.4805915,37.96,51,27.3,0.490131513,94751,692,9053300,0.010465907
5,22.4,8,73,205.4183722,54.63,42,15.8,41.94461879,254235,35400,60297396,0.004216351
7,7.4,20,71,347.0734584,32.41,65,31.1,162.0963844,56717,1112,126264931,0.00044919
6,20,10.1,57,6.769825721,79.63,48,17.6,29.17586793,103300,1269,18513930,0.005579583
6,13.6,8.6,70.9,550.4,67.13,87,29.4,102.201045,6260,421,545724,0.011471
7,15.2,9.5,78.6,413.1,67.13,42,36.1,113.3707689,5516,27,293582,0.018788618
6,33.2,12.6,77.5,8092.3,67.13,87,31.7,0.990558338,224105,5273,3979537,0.05631434
7,16.6,12,80,95.96282149,57.41,66,26.9,203.9697443,9212,125,31949777,0.000288328
8,28.6,10.8,34.6,414.9,67.13,64,38.4,28.33015015,129958,2596,4485414,0.028973468
4,17.2,7.1,86,64.91462641,70.83,61,19.9,248.0415963,525733,57023,127575529,0.004120955
6,15.2,11.1,63,1704.9,67.13,20,22.2,22.26415435,5410,102,812855,0.006655554
4,12.6,17,78,511.4759276,39.81,50,23.9,78.15010527,63484,6172,17332850,0.003662641
7,11.3,9.7,77.1,2029.4,67.13,33,28.2,135.8694378,11039,568,390144,0.028294681
5,15.3,15.9,65,27012.5,67.13,12,20,135.2064431,31505,3161,8336817,0.00377902
3,16.9,17.6,85,18.38517337,68.98,15,12.1,99.12979353,1643,22,4917000,0.000334147
5,11.5,18.3,80.05,244.1,67.13,15,15.8,108.2720346,268,3,108860,0.002461878
8,18.1,16,52.5,82.59151467,56.02,33,27.3,43.2187579,12840,547,2083459,0.006162828
4,18.6,14,75,14.54829163,40.74,54,20.3,100.8751864,10060,261,5347896,0.001881114
7,18.7,15.1,63.8,956.4,67.13,54,33.3,63.60260964,11801,132,655158,0.018012449
6,16.8,10,71.65,14.8,67.13,11,21.3,79.05526096,42686,2836,13448494,0.003174036
6,26.9,8,75,275.2893187,47.69,112,29.3,310.8335929,289215,6175,216565318,0.001335463
4,17.2,14,75,124.0234822,39.81,48,30,52.67379696,57279,1885,37970874,0.001508498
7,18.1,6,69,79.8376858,58.33,52,23.6,61.30017281,29782,677,6944975,0.00428828
6,15.3,12,81,7952.998418,50.93,44,27.1,120.1990796,55838,27,5703569,0.00979001
5,17.9,12,66.5,113.2855865,32.41,52,21,99.39390041,2907,31,5454073,0.000532996
5,25.9,10.1,46.1,47.63011978,80.56,35,17,34.85901889,589886,11982,58558270,0.010073487
6,8.2,6,76.5,529.3585013,50.46,26,27.8,177.6010691,15761,306,51709098,0.000304801
5,25.9,17,41,93.67719744,62.5,37,24.1,16.53545693,359082,28646,47076781,0.007627582
6,18.8,9,78.5,345.558922,41.67,38,28.7,92.63658467,2900,11,21803000,0.000133009
7,19,16,75,658,23.15,27,32,367.193813,485,7,23855010,2.03E-05
7,14.7,9,80,135.8972068,50,42,29.4,326.7191111,3378,58,69625582,4.85E-05
7,26.2,20,70,106.9601289,48.15,34,24.1,19.27315632,250542,5996,83429615,0.003003034
7,13.1,14,62,77.0296708,57.87,33,22.4,51.50067243,95007,2122,44385155,0.002140513
9,24.7,14,55,135.6091101,43.52,99,36,14.91386555,64541,364,9770529,0.006605681
4,10.9,11.1,70,274.7089819,66.2,42,18.5,54.98910684,319197,41369,66834405,0.004775938
3,11.6,25,58.5,27,75.46,22,11.5,28.1354965,17238,351,4485213,0.003843296
7,4.2,9,85,308.1252459,78.24,82,29.2,183.2430092,983,25,96462106,1.02E-05
4,21.2,9.9,70.9,1360.9,67.13,8,20,53.8717982,12419,225,932546,0.013317306
7,17.1,9,67,44,67.13,33,36.1,71.7948926,344,4,30032,0.011454449
5,16.9,12.6,66.15,107.1279669,35.19,60,20.6,103.8086778,23829,729,8877067,0.002684333
7,10.8,8,82.5,1239.579312,80.09,93,28.5,237.2587997,282344,3740,163046161,0.001731681
7,20.9,8,76.5,1300,78.24,40,22.7,97.87875449,935,9,21516000,4.35E-05
4,17.6,16,75,377.3795905,58.33,43,19.2,59.76842051,78897,9959,11484055,0.006870134
6,17.2,12,75,25.06171624,69.91,42,17.1,26.04376284,3407354,109888,211049527,0.016144808
4,23.9,11.6,73.15,5492.6,67.13,32,15,34.69637232,4677,198,631486,0.00740634
8,19.9,14.5,23.3,247.3,67.13,55,46.7,4.293672986,54353,937,2266715,0.023978753
8,10.6,11.4,72,2026.4,67.13,51,32.2,82.28346315,15247,349,760141,0.020058121
5,4,17,81,97.91306306,72.22,32,26,327.8820586,29643,314,5047561,0.005872737
4,15.7,30,74.5,137.6577053,36.11,50,19.3,125.0092206,20483,401,10669709,0.001919734
5,19.6,17,80,137.9765658,50.93,50,18,66.85149733,15855,621,5818553,0.002724904
4,13.5,16,75,18.14854727,32.41,42,19.9,59.84414313,7776,334,5520314,0.001408616
5,12.1,14,70,122.2994372,48.15,46,21.4,60.18078087,242592,30301,67059887,0.003617543
8,29.6,5.7,55.3,83.26518231,56.02,40,25.4,8.626008037,7472,232,10716322,0.000697254
7,10.7,17,79,7096.190476,66.67,17,28,271.9280021,4560,71,7507400,0.000607401
5,14.5,9,60,107.9814868,49.07,36,20.5,67.32671798,4970,609,9769949,0.000508703
7,9.4,6,80,454.9380726,79.63,89,31,119.8377068,2767253,52888,1366417754,0.002025188
8,26,12,76,147.7521901,59.72,115,24.9,100.604155,143043,6277,270625568,0.000528564
8,25.2,16,70,410.4805915,37.96,43,27.6,0.232887164,96409,708,9053300,0.010649045
5,20.4,8,73,205.4183722,54.63,13,16.7,44.01906622,254636,35405,60297396,0.004223002
7,13.4,20,71,347.0734584,32.41,62,29.4,176.0921914,57636,1135,126264931,0.000456469
6,22,10.1,57,6.769825721,79.63,23,16.5,26.83228003,103571,1415,18513930,0.00559422
6,20.6,8.6,70.9,550.4,67.13,80,29.4,88.2243208,6287,422,545724,0.011520476
7,19.2,9.5,78.6,413.1,67.13,53,35.6,170.919735,5561,27,293582,0.018941897
6,32.2,12.6,77.5,8092.3,67.13,80,36.1,1.078221462,225827,5340,3979537,0.056747054
7,12.6,12,80,95.96282149,57.41,55,28,171.5156169,9219,125,31949777,0.000288547
8,18.6,10.8,34.6,414.9,67.13,37,38.9,31.56891995,130384,2612,4485414,0.029068443
4,18.2,7.1,86,64.91462641,70.83,47,19.3,222.9812779,531239,57774,127575529,0.004164114
6,24.2,11.1,63,1704.9,67.13,16,20.6,19.45888709,5448,102,812855,0.006702302
4,17.6,17,78,511.4759276,50.93,21,22.7,54.55183411,63973,6175,17332850,0.003690853
7,20.3,9.7,77.1,2029.4,67.13,34,30.1,209.1047482,11064,568,390144,0.02835876
5,12.3,15.9,65,27012.5,67.13,22,26.1,146.6720124,31541,3161,8336817,0.003783338
3,16.9,17.6,85,18.38517337,68.98,16,14.2,153.0792648,1649,22,4917000,0.000335367
5,10.5,18.3,80.05,244.1,67.13,17,14.7,99.82433677,268,3,108860,0.002461878
8,23.1,16,52.5,82.59151467,56.02,54,28.2,22.7632151,12970,549,2083459,0.006225224
4,22.6,14,75,14.54829163,40.74,50,21,133.6155621,10111,262,5347896,0.00189065
7,18.7,15.1,63.8,956.4,67.13,41,31.7,56.86896753,11921,132,655158,0.018195611
6,15.8,10,71.65,14.8,67.13,9,19.8,76.13231217,42800,2837,13448494,0.003182512
6,17.9,8,75,275.2893187,47.69,115,28.9,211.6908275,289832,6190,216565318,0.001338312
4,13.2,14,75,124.0234822,39.81,58,25.6,103.0869821,57876,1896,37970874,0.001524221
7,27.1,6,69,79.8376858,58.33,60,22.4,52.08605019,29890,681,6944975,0.004303831
6,15.3,12,81,7952.998418,50.93,39,27.2,94.77882347,55938,27,5703569,0.009807543
5,11.9,12,66.5,113.2855865,32.41,51,20.2,44.05237914,2922,31,5454073,0.000535746
5,31.9,10.1,46.1,47.63011978,77.78,77,15,18.38446862,592144,12264,58558270,0.010112047
6,9.2,6,76.5,529.3585013,50.46,43,27.3,229.9907826,16058,306,51709098,0.000310545
5,30.9,17,41,93.67719744,62.5,43,26.2,17.61690704,364196,28670,47076781,0.007736213
6,8.8,9,78.5,345.558922,41.67,45,28.9,142.2928601,2902,11,21803000,0.000133101
7,23,16,75,658,23.15,26,33,143.9440278,486,7,23855010,2.04E-05
7,13.7,9,80,135.8972068,50,49,29.7,243.371255,3382,58,69625582,4.86E-05
7,30.2,20,70,106.9601289,48.15,37,24.1,11.31116326,251805,6016,83429615,0.003018173
7,21.1,14,62,77.0296708,57.87,41,24.4,34.9993879,96653,2152,44385155,0.002177597
9,27.7,14,55,135.6091101,43.52,122,36.4,14.39083175,64906,366,9770529,0.006643038
4,11.9,11.1,70,274.7089819,66.2,48,19.7,64.40886795,320286,41381,66834405,0.004792232
3,10.6,25,58.5,27,75.46,17,11,32.710209,17446,363,4485213,0.00388967
7,13.2,9,85,308.1252459,78.24,77,29.2,321.6663993,989,26,96462106,1.03E-05
4,24.2,9.9,70.9,1360.9,67.13,18,18,58.51461439,12501,227,932546,0.013405237
7,16.1,9,67,44,67.13,37,37.8,61.81436922,352,4,30032,0.011720831
5,14.9,12.6,66.15,107.1279669,35.19,14,21.4,161.1742546,24084,729,8877067,0.002713058
7,7.8,8,82.5,1239.579312,80.09,75,28.6,500.0423869,285091,3781,163046161,0.001748529
7,14.9,8,76.5,1300,78.24,24,23.1,108.564762,935,9,21516000,4.35E-05
4,11.6,16,75,377.3795905,58.33,33,20.3,74.96589537,79479,9969,11484055,0.006920813
6,16.2,12,75,25.06171624,69.91,45,17.7,24.36189533,3456652,111100,211049527,0.016378393
4,20.9,11.6,73.15,5492.6,67.13,11,15,44.63416638,4745,198,631486,0.007514022
8,24.9,14.5,23.3,247.3,67.13,63,47.2,9.008938456,54795,969,2266715,0.024173749
8,22.6,11.4,72,2026.4,67.13,42,31.1,79.20002435,15449,352,760141,0.020323861
5,10,17,81,97.91306306,72.22,33,15,251.1357466,30409,321,5047561,0.006024494
4,8.7,30,74.5,137.6577053,36.11,40,19.8,54.01757445,20798,404,10669709,0.001949257
5,17.6,17,80,137.9765658,50.93,55,18,59.79527817,15940,621,5818553,0.002739513
4,16.5,16,75,18.14854727,32.41,46,21,100.6008596,7805,334,5520314,0.001413869
5,10.1,14,70,122.2994372,48.15,48,21.6,28.41951869,242538,30300,67059887,0.003616737
8,20.6,5.7,55.3,83.26518231,56.02,50,25.8,6.485885338,7684,235,10716322,0.000717037
7,12.7,17,79,7096.190476,66.67,24,31,485.1358829,4586,72,7507400,0.000610864
5,15.5,9,60,107.9814868,49.07,31,21.7,67.19653166,5002,609,9769949,0.000511978
7,15.4,6,80,454.9380726,79.63,100,26.6,179.0891697,2836925,53866,1366417754,0.002076177
8,22,12,76,147.7521901,59.72,125,27.7,117.8880012,144945,6346,270625568,0.000535592
8,25.2,16,70,410.4805915,37.96,48,27.5,0.489495502,97969,781,9053300,0.010821358
5,20.4,8,73,205.4183722,54.63,25,18.1,56.223906,255278,35412,60297396,0.004233649
7,16.4,20,71,347.0734584,32.41,55,29.1,199.4589459,58728,1148,126264931,0.000465117
6,23,10.1,57,6.769825721,79.63,17,13.4,31.07745364,103815,1415,18513930,0.005607399
6,19.6,8.6,70.9,550.4,67.13,59,28.3,98.39433998,6328,425,545724,0.011595605
7,17.2,9.5,78.6,413.1,67.13,50,35.6,106.6724155,5643,27,293582,0.019221206
6,29.2,12.6,77.5,8092.3,67.13,59,34.4,0.793881052,227346,5392,3979537,0.057128756
7,13.6,12,80,95.96282149,57.41,60,27.2,139.7827538,9235,125,31949777,0.000289047
8,27.6,10.8,34.6,414.9,67.13,48,39.4,16.8981325,130800,2697,4485414,0.029161188
4,24.2,7.1,86,64.91462641,70.83,43,20.3,180.0543035,537031,58481,127575529,0.004209514
6,17.2,11.1,63,1704.9,67.13,25,20.6,26.31157065,5505,108,812855,0.006772426
4,19.6,17,78,511.4759276,50.93,18,26,99.31159053,64525,6181,17332850,0.0037227
7,14.3,9.7,77.1,2029.4,67.13,47,29.3,228.4626175,11104,568,390144,0.028461286
5,12.3,15.9,65,27012.5,67.13,28,27.8,84.21933172,31603,3161,8336817,0.003790775
3,13.9,17.6,85,18.38517337,68.98,23,13.6,56.03891462,1654,22,4917000,0.000336384
5,12.5,18.3,80.05,244.1,67.13,20,16,103.4526599,268,3,108860,0.002461878
8,19.1,16,52.5,82.59151467,56.02,54,28.3,18.25082623,13076,551,2083459,0.006276101
4,19.6,14,75,14.54829163,40.74,34,19.3,78.88924828,10162,262,5347896,0.001900187
7,16.7,15.1,63.8,956.4,67.13,32,32.8,55.83065713,12037,135,655158,0.018372667
6,20.8,10,71.65,14.8,67.13,8,18.8,80.17327548,42890,2837,13448494,0.003189205
6,28.9,8,75,275.2893187,47.69,77,27.8,139.562109,290445,6201,216565318,0.001341143
4,11.2,14,75,124.0234822,39.81,71,26.7,71.61679179,58611,1913,37970874,0.001543578
7,24.1,6,69,79.8376858,58.33,49,21.4,52.21302941,30048,684,6944975,0.004326581
6,16.3,12,81,7952.998418,50.93,38,28.2,231.7702659,56031,27,5703569,0.009823849
5,12.9,12,66.5,113.2855865,32.41,45,20.9,51.11229379,3022,33,5454073,0.000554081
5,25.9,10.1,46.1,47.63011978,77.78,36,12,33.87832644,596060,12423,58558270,0.010178921
6,11.2,6,76.5,529.3585013,50.46,66,27.4,294.9773749,16346,307,51709098,0.000316115
5,31.9,17,41,93.67719744,62.5,45,28.3,18.0040935,370867,28797,47076781,0.007877918
6,14.8,9,78.5,345.558922,33.33,48,28.9,48.96729121,2902,11,21803000,0.000133101
7,17,16,75,658,23.15,39,35,406.9818981,486,7,23855010,2.04E-05
7,14.7,9,80,135.8972068,50,61,30.1,177.2889346,3382,58,69625582,4.86E-05
7,29.2,20,70,106.9601289,48.15,47,24.4,21.93775018,253108,6039,83429615,0.003033791
7,14.1,14,62,77.0296708,57.87,52,26.1,58.03638344,98658,2182,44385155,0.00222277
9,24.7,14,55,135.6091101,43.52,108,37.9,6.139048175,65341,367,9770529,0.00668756
4,12.9,11.1,70,274.7089819,66.2,46,18.3,43.02274633,321098,41397,66834405,0.004804382
3,8.6,25,58.5,27,75.46,11,9.4,71.53609923,17683,376,4485213,0.003942511
7,6.2,9,85,308.1252459,78.24,71,27.3,224.1883986,994,25,96462106,1.03E-05
4,20.2,9.9,70.9,1360.9,67.13,32,15,35.20517484,12501,227,932546,0.013405237
7,22.1,9,67,44,67.13,29,37.8,50.83414654,368,4,30032,0.012253596
5,17.9,12.6,66.15,107.1279669,35.19,17,22,75.66830921,24431,729,8877067,0.002752148
7,5.8,8,82.5,1239.579312,80.09,90,27,416.0350561,287959,3822,163046161,0.001766119
7,16.9,8,76.5,1300,78.24,74,22.6,129.877805,935,9,21516000,4.35E-05
4,18.6,16,75,377.3795905,58.33,40,24.2,67.74937653,80178,9976,11484055,0.00698168
6,22.2,12,75,25.06171624,69.91,55,15.1,36.16085884,3501975,112304,211049527,0.016593143
4,20.9,11.6,73.15,5492.6,67.13,15,16,42.45765109,4745,198,631486,0.007514022
8,23.9,14.5,23.3,247.3,67.13,62,45.6,10.75585507,55521,1006,2266715,0.024494037
8,12.6,11.4,72,2026.4,67.13,41,28.3,120.3153517,15687,354,760141,0.020636961
5,3,17,81,97.91306306,72.22,28,17,432.0638327,31075,333,5047561,0.006156439
4,18.7,30,74.5,137.6577053,36.11,30,21.9,71.73563201,21045,406,10669709,0.001972406
5,11.6,17,80,137.9765658,50.93,38,22,58.34475646,16056,621,5818553,0.002759449
4,19.5,16,75,18.14854727,32.41,38,21.3,44.68968102,7842,334,5520314,0.001420571
5,14.1,14,70,122.2994372,48.15,46,25.7,62.00128646,242413,30300,67059887,0.003614873
8,30.6,5.7,55.3,83.26518231,56.02,51,26.9,5.956284461,7934,235,10716322,0.000740366
7,7.7,17,79,7096.190476,66.67,24,27,475.1730873,4604,75,7507400,0.000613262
5,11.5,9,60,107.9814868,49.07,21,22.5,43.461524,5046,609,9769949,0.000516482
7,18.4,6,80,454.9380726,79.63,138,26.2,279.5474629,2905825,54849,1366417754,0.002126601
8,24,12,76,147.7521901,59.72,118,28,77.55550662,147211,6418,270625568,0.000543966
8,29.2,16,70,410.4805915,37.96,49,26.9,0.218405239,99599,795,9053300,0.011001403
5,16.4,8,73,205.4183722,54.63,17,31,42.18536653,256118,35418,60297396,0.00424758
7,17.4,20,71,347.0734584,32.41,50,29.7,232.8321713,59900,1157,126264931,0.000474399
6,18,10.1,57,6.769825721,79.63,14,13.5,12.98452725,104071,1415,18513930,0.005621227
6,15.6,8.6,70.9,550.4,67.13,42,28.3,125.0413241,6393,425,545724,0.011714713
7,21.2,9.5,78.6,413.1,67.13,25,32.8,230.5998332,5705,27,293582,0.01943239
6,25.2,12.6,77.5,8092.3,67.13,42,34.4,1.149949937,229054,5446,3979537,0.057557952
7,17.6,12,80,95.96282149,57.41,61,28.4,164.5595454,9240,125,31949777,0.000289204
8,21.6,10.8,34.6,414.9,67.13,46,39.5,17.4002504,131166,2739,4485414,0.029242786
4,24.2,7.1,86,64.91462641,74.54,77,19.6,211.8318997,543806,59106,127575529,0.00426262
6,24.2,11.1,63,1704.9,67.13,14,21.7,18.7698681,5543,108,812855,0.006819174
4,17.6,17,78,511.4759276,50.93,35,26.2,95.73495387,65054,6191,17332850,0.00375322
7,11.3,9.7,77.1,2029.4,67.13,48,28,209.4946906,11134,569,390144,0.028538181
5,13.3,15.9,65,27012.5,67.13,35,20.6,69.42751121,31661,3161,8336817,0.003797732
3,12.9,17.6,85,18.38517337,68.98,20,15.1,72.60115916,1665,22,4917000,0.000338621
5,10.5,18.3,80.05,244.1,67.13,35,15.7,68.8406059,268,3,108860,0.002461878
8,28.1,16,52.5,82.59151467,56.02,30,22.2,29.2368507,13194,554,2083459,0.006332738
